OID_,Region,Site_Code,SiteID,Site_name,Habitat,Subregion,StationID,First_Year_surveyed,length_m,Depth_ft,latDD,lonDD,latDeg,latMin,lonDeg,lonMin
39,FKNMS,9H3,12,Dove Key,HB,UK,123,1996,22,8,25.044699999999999,-80.468400000000003,25.000000000000000,2.682000000000000,-80.000000000000000,28.103999999999999
40,FKNMS,9H3,12,Dove Key,HB,UK,124,1996,22,8,25.044699999999999,-80.468400000000003,25.000000000000000,2.682000000000000,-80.000000000000000,28.103999999999999
41,FKNMS,7H2,14,Long Key,HB,MK,141,1996,22,12,24.797200000000000,-80.784000000000006,24.000000000000000,47.832000000000001,-80.000000000000000,47.039999999999999
42,FKNMS,7H2,14,Long Key,HB,MK,142,1996,22,12,24.797200000000000,-80.784000000000006,24.000000000000000,47.832000000000001,-80.000000000000000,47.039999999999999
43,FKNMS,7H2,14,Long Key,HB,MK,143,1996,22,12,24.797200000000000,-80.784000000000006,24.000000000000000,47.832000000000001,-80.000000000000000,47.039999999999999
44,FKNMS,7H2,14,Long Key,HB,MK,144,1996,22,12,24.797200000000000,-80.784000000000006,24.000000000000000,47.832000000000001,-80.000000000000000,47.039999999999999
45,FKNMS,5H1,15,Moser Channel,HB,MK,151,1996,22,12,24.689100000000000,-81.167599999999993,24.000000000000000,41.345999999999997,-81.000000000000000,10.055999999999999
46,FKNMS,5H1,15,Moser Channel,HB,MK,152,1996,22,12,24.689100000000000,-81.167599999999993,24.000000000000000,41.345999999999997,-81.000000000000000,10.055999999999999
47,FKNMS,5H1,15,Moser Channel,HB,MK,153,1996,22,12,24.689100000000000,-81.167599999999993,24.000000000000000,41.345999999999997,-81.000000000000000,10.055999999999999
48,FKNMS,5H1,15,Moser Channel,HB,MK,154,1996,22,12,24.689100000000000,-81.167599999999993,24.000000000000000,41.345999999999997,-81.000000000000000,10.055999999999999
49,FKNMS,5H2,16,Molasses Keys,HB,MK,161,1996,22,14,24.675599999999999,-81.190500000000000,24.000000000000000,40.536000000000001,-81.000000000000000,11.430000000000000
50,FKNMS,5H2,16,Molasses Keys,HB,MK,162,1996,22,14,24.675599999999999,-81.190500000000000,24.000000000000000,40.536000000000001,-81.000000000000000,11.430000000000000
51,FKNMS,5H2,16,Molasses Keys,HB,MK,163,1996,22,14,24.675599999999999,-81.190500000000000,24.000000000000000,40.536000000000001,-81.000000000000000,11.430000000000000
52,FKNMS,5H2,16,Molasses Keys,HB,MK,164,1996,22,14,24.675599999999999,-81.190500000000000,24.000000000000000,40.536000000000001,-81.000000000000000,11.430000000000000
53,FKNMS,3H1,18,Content Keys,BCP,LK,181,1996,23,18,24.822099999999999,-81.488900000000001,24.000000000000000,49.326000000000001,-81.000000000000000,29.334000000000000
54,FKNMS,3H1,18,Content Keys,BCP,LK,182,1996,23,18,24.822099999999999,-81.488900000000001,24.000000000000000,49.326000000000001,-81.000000000000000,29.334000000000000
55,FKNMS,3H1,18,Content Keys,BCP,LK,183,1996,24,18,24.822099999999999,-81.488900000000001,24.000000000000000,49.326000000000001,-81.000000000000000,29.334000000000000
56,FKNMS,3H1,18,Content Keys,BCP,LK,184,1996,22,18,24.822099999999999,-81.488900000000001,24.000000000000000,49.326000000000001,-81.000000000000000,29.334000000000000
57,FKNMS,9P5,21,Two Patches,P,UK,211,2009,21,8,25.021899999999999,-80.438999999999993,25.000000000000000,1.314000000000000,-80.000000000000000,26.340000000000000
58,FKNMS,9P5,21,Two Patches,P,UK,212,2009,21,9,25.021899999999999,-80.438999999999993,25.000000000000000,1.314000000000000,-80.000000000000000,26.340000000000000
59,FKNMS,9P5,21,Two Patches,P,UK,213,2014,23,7,25.021899999999999,-80.438999999999993,25.000000000000000,1.314000000000000,-80.000000000000000,26.340000000000000
60,FKNMS,9P5,21,Two Patches,P,UK,214,2014,23,8,25.021899999999999,-80.438999999999993,25.000000000000000,1.314000000000000,-80.000000000000000,26.340000000000000
61,FKNMS,9P6,22,Burr Fish,P,UK,221,2009,22,15,24.999199999999998,-80.466899999999995,24.000000000000000,59.951999999999998,-80.000000000000000,28.013999999999999
62,FKNMS,9P6,22,Burr Fish,P,UK,222,2009,20,17,24.999199999999998,-80.466899999999995,24.000000000000000,59.951999999999998,-80.000000000000000,28.013999999999999
63,FKNMS,9P6,22,Burr Fish,P,UK,223,2014,22,15,24.999199999999998,-80.466899999999995,24.000000000000000,59.951999999999998,-80.000000000000000,28.013999999999999
64,FKNMS,9P6,22,Burr Fish,P,UK,224,2014,22,15,24.999199999999998,-80.466899999999995,24.000000000000000,59.951999999999998,-80.000000000000000,28.013999999999999
65,FKNMS,7P3,23,Rawa Reef,P,MK,231,2009,24,20,24.717600000000001,-80.935699999999997,24.000000000000000,43.055999999999997,-80.000000000000000,56.142000000000003
66,FKNMS,7P3,23,Rawa Reef,P,MK,232,2009,24,22,24.717600000000001,-80.935699999999997,24.000000000000000,43.055999999999997,-80.000000000000000,56.142000000000003
67,FKNMS,7P3,23,Rawa Reef,P,MK,233,2014,22,20,24.717600000000001,-80.935699999999997,24.000000000000000,43.055999999999997,-80.000000000000000,56.142000000000003
68,FKNMS,7P3,23,Rawa Reef,P,MK,234,2014,21,22,24.717600000000001,-80.935699999999997,24.000000000000000,43.055999999999997,-80.000000000000000,56.142000000000003
69,FKNMS,7P4,24,Thor,P,MK,241,2009,23,18,24.671500000000002,-81.050600000000003,24.000000000000000,40.289999999999999,-81.000000000000000,3.036000000000000
70,FKNMS,7P4,24,Thor,P,MK,242,2009,19,21,24.671500000000002,-81.050600000000003,24.000000000000000,40.289999999999999,-81.000000000000000,3.036000000000000
71,FKNMS,7P4,24,Thor,P,MK,243,2014,19,21,24.671500000000002,-81.050600000000003,24.000000000000000,40.289999999999999,-81.000000000000000,3.036000000000000
72,FKNMS,7P4,24,Thor,P,MK,244,2014,21,18,24.671500000000002,-81.050600000000003,24.000000000000000,40.289999999999999,-81.000000000000000,3.036000000000000
73,FKNMS,5P5,25,Wonderland,P,LK,251,2009,23,21,24.560300000000002,-81.502099999999999,24.000000000000000,33.618000000000002,-81.000000000000000,30.126000000000001
74,FKNMS,5P5,25,Wonderland,P,LK,252,2009,21,18,24.560300000000002,-81.502099999999999,24.000000000000000,33.618000000000002,-81.000000000000000,30.126000000000001
75,FKNMS,5P5,25,Wonderland,P,LK,253,2014,23,18,24.560300000000002,-81.502099999999999,24.000000000000000,33.618000000000002,-81.000000000000000,30.126000000000001
76,FKNMS,5P5,25,Wonderland,P,LK,254,2014,23,18,24.560300000000002,-81.502099999999999,24.000000000000000,33.618000000000002,-81.000000000000000,30.126000000000001
77,FKNMS,5P6,26,Red Dun Reef,P,LK,261,2009,21,22,24.520900000000001,-81.662099999999995,24.000000000000000,31.254000000000001,-81.000000000000000,39.725999999999999
78,FKNMS,5P6,26,Red Dun Reef,P,LK,262,2009,24,23,24.520900000000001,-81.662099999999995,24.000000000000000,31.254000000000001,-81.000000000000000,39.725999999999999
79,FKNMS,5P6,26,Red Dun Reef,P,LK,263,2014,24,22,24.520900000000001,-81.662099999999995,24.000000000000000,31.254000000000001,-81.000000000000000,39.725999999999999
80,FKNMS,5P6,26,Red Dun Reef,P,LK,264,2014,19,23,24.520900000000001,-81.662099999999995,24.000000000000000,31.254000000000001,-81.000000000000000,39.725999999999999
93,FKNMS,9P1,30,Turtle,P,UK,301,1996,22,13,25.294699999999999,-80.219099999999997,25.000000000000000,17.681999999999999,-80.000000000000000,13.146000000000001
94,FKNMS,9P1,30,Turtle,P,UK,302,1996,22,18,25.294699999999999,-80.219099999999997,25.000000000000000,17.681999999999999,-80.000000000000000,13.146000000000001
95,FKNMS,9P1,30,Turtle,P,UK,303,1996,22,23,25.295300000000001,-80.217399999999998,25.000000000000000,17.718000000000000,-80.000000000000000,13.044000000000000
96,FKNMS,9P1,30,Turtle,P,UK,304,1996,23,22,25.295300000000001,-80.217399999999998,25.000000000000000,17.718000000000000,-80.000000000000000,13.044000000000000
97,FKNMS,9P3,32,Porter Patch,P,UK,321,1996,24,15,25.103200000000001,-80.324299999999994,25.000000000000000,6.192000000000000,-80.000000000000000,19.457999999999998
98,FKNMS,9P3,32,Porter Patch,P,UK,322,1996,23,14,25.103200000000001,-80.324299999999994,25.000000000000000,6.192000000000000,-80.000000000000000,19.457999999999998
99,FKNMS,9P3,32,Porter Patch,P,UK,323,1996,23,16,25.103200000000001,-80.324299999999994,25.000000000000000,6.192000000000000,-80.000000000000000,19.457999999999998
100,FKNMS,9P3,32,Porter Patch,P,UK,324,1996,25,17,25.103200000000001,-80.324299999999994,25.000000000000000,6.192000000000000,-80.000000000000000,19.457999999999998
101,FKNMS,9P4,33,Admiral,P,UK,331,1996,25,6,25.044699999999999,-80.394800000000004,25.000000000000000,2.682000000000000,-80.000000000000000,23.687999999999999
102,FKNMS,9P4,33,Admiral,P,UK,332,1996,21,4,25.044699999999999,-80.394800000000004,25.000000000000000,2.682000000000000,-80.000000000000000,23.687999999999999
103,FKNMS,9P4,33,Admiral,P,UK,333,1996,23,5,25.044699999999999,-80.394800000000004,25.000000000000000,2.682000000000000,-80.000000000000000,23.687999999999999
104,FKNMS,9P4,33,Admiral,P,UK,334,1996,23,3,25.044699999999999,-80.394800000000004,25.000000000000000,2.682000000000000,-80.000000000000000,23.687999999999999
105,FKNMS,7P1,34,West Turtle Shoal,P,MK,341,1996,22,22,24.699300000000001,-80.966899999999995,24.000000000000000,41.957999999999998,-80.000000000000000,58.014000000000003
106,FKNMS,7P1,34,West Turtle Shoal,P,MK,342,1996,22,22,24.699300000000001,-80.966899999999995,24.000000000000000,41.957999999999998,-80.000000000000000,58.014000000000003
107,FKNMS,7P1,34,West Turtle Shoal,P,MK,343,1996,22,24,24.699300000000001,-80.966899999999995,24.000000000000000,41.957999999999998,-80.000000000000000,58.014000000000003
108,FKNMS,7P1,34,West Turtle Shoal,P,MK,344,1996,22,22,24.699300000000001,-80.966899999999995,24.000000000000000,41.957999999999998,-80.000000000000000,58.014000000000003
109,FKNMS,7P2,35,Dustan Rocks,P,MK,351,1996,22,14,24.689499999999999,-81.030199999999994,24.000000000000000,41.369999999999997,-81.000000000000000,1.812000000000000
110,FKNMS,7P2,35,Dustan Rocks,P,MK,352,1996,22,15,24.689499999999999,-81.030199999999994,24.000000000000000,41.369999999999997,-81.000000000000000,1.812000000000000
111,FKNMS,7P2,35,Dustan Rocks,P,MK,353,1996,22,17,24.689499999999999,-81.030199999999994,24.000000000000000,41.369999999999997,-81.000000000000000,1.812000000000000
112,FKNMS,7P2,35,Dustan Rocks,P,MK,354,1996,22,21,24.689499999999999,-81.030199999999994,24.000000000000000,41.369999999999997,-81.000000000000000,1.812000000000000
113,FKNMS,5P1,36,West Washer Women,P,LK,361,1996,22,23,24.547499999999999,-81.586600000000004,24.000000000000000,32.850000000000001,-81.000000000000000,35.195999999999998
114,FKNMS,5P1,36,West Washer Women,P,LK,362,1996,23,25,24.547499999999999,-81.586600000000004,24.000000000000000,32.850000000000001,-81.000000000000000,35.195999999999998
115,FKNMS,5P1,36,West Washer Women,P,LK,363,1996,23,24,24.547499999999999,-81.586600000000004,24.000000000000000,32.850000000000001,-81.000000000000000,35.195999999999998
116,FKNMS,5P1,36,West Washer Women,P,LK,364,1996,21,22,24.547499999999999,-81.586600000000004,24.000000000000000,32.850000000000001,-81.000000000000000,35.195999999999998
117,FKNMS,5P2,37,Western Head,P,LK,371,1996,19,34,24.497699999999998,-81.805599999999998,24.000000000000000,29.861999999999998,-81.000000000000000,48.335999999999999
118,FKNMS,5P2,37,Western Head,P,LK,372,1996,22,35,24.497699999999998,-81.805599999999998,24.000000000000000,29.861999999999998,-81.000000000000000,48.335999999999999
119,FKNMS,5P2,37,Western Head,P,LK,373,1996,22,29,24.497699999999998,-81.805599999999998,24.000000000000000,29.861999999999998,-81.000000000000000,48.335999999999999
120,FKNMS,5P2,37,Western Head,P,LK,374,1996,23,26,24.497699999999998,-81.805599999999998,24.000000000000000,29.861999999999998,-81.000000000000000,48.335999999999999
121,FKNMS,5P3,38,Cliff Green,P,LK,381,1996,25,26,24.503599999999999,-81.767700000000005,24.000000000000000,30.216000000000001,-81.000000000000000,46.061999999999998
122,FKNMS,5P3,38,Cliff Green,P,LK,382,1996,26,20,24.503599999999999,-81.767700000000005,24.000000000000000,30.216000000000001,-81.000000000000000,46.061999999999998
123,FKNMS,5P3,38,Cliff Green,P,LK,383,1996,21,22,24.503599999999999,-81.767700000000005,24.000000000000000,30.216000000000001,-81.000000000000000,46.061999999999998
124,FKNMS,5P3,38,Cliff Green,P,LK,384,1996,20,21,24.503599999999999,-81.767700000000005,24.000000000000000,30.216000000000001,-81.000000000000000,46.061999999999998
125,FKNMS,2P1,39,Smith Shoal,BCP,LK,391,1996,25,26,24.719700000000000,-81.919499999999999,24.000000000000000,43.182000000000002,-81.000000000000000,55.170000000000002
126,FKNMS,2P1,39,Smith Shoal,BCP,LK,392,1996,25,26,24.719700000000000,-81.919499999999999,24.000000000000000,43.182000000000002,-81.000000000000000,55.170000000000002
127,FKNMS,2P1,39,Smith Shoal,BCP,LK,393,1996,20,25,24.719700000000000,-81.919499999999999,24.000000000000000,43.182000000000002,-81.000000000000000,55.170000000000002
128,FKNMS,2P1,39,Smith Shoal,BCP,LK,394,1996,23,21,24.719700000000000,-81.919499999999999,24.000000000000000,43.182000000000002,-81.000000000000000,55.170000000000002
129,FKNMS,5P4,40,Jaap Reef,P,LK,401,1996,24,9,24.585699999999999,-81.582599999999999,24.000000000000000,35.142000000000003,-81.000000000000000,34.956000000000003
130,FKNMS,5P4,40,Jaap Reef,P,LK,402,1996,22,9,24.585699999999999,-81.582599999999999,24.000000000000000,35.142000000000003,-81.000000000000000,34.956000000000003
131,FKNMS,5P4,40,Jaap Reef,P,LK,403,1996,25,6,24.585699999999999,-81.582599999999999,24.000000000000000,35.142000000000003,-81.000000000000000,34.956000000000003
132,FKNMS,5P4,40,Jaap Reef,P,LK,404,1996,22,9,24.585699999999999,-81.582599999999999,24.000000000000000,35.142000000000003,-81.000000000000000,34.956000000000003
152,FKNMS,9S1,50,Carysfort Shallow,OS,UK,501,1996,22,6,25.220099999999999,-80.210499999999996,25.000000000000000,13.206000000000000,-80.000000000000000,12.630000000000001
153,FKNMS,9S1,50,Carysfort Shallow,OS,UK,502,1996,22,8,25.220800000000001,-80.210700000000003,25.000000000000000,13.247999999999999,-80.000000000000000,12.641999999999999
154,FKNMS,9S1,50,Carysfort Shallow,OS,UK,503,1996,22,8,25.222200000000001,-80.209800000000001,25.000000000000000,13.332000000000001,-80.000000000000000,12.587999999999999
155,FKNMS,9S1,50,Carysfort Shallow,OS,UK,504,1996,22,12,25.222200000000001,-80.209800000000001,25.000000000000000,13.332000000000001,-80.000000000000000,12.587999999999999
156,FKNMS,9S2,51,Grecian Rocks,OS,UK,511,1996,23,11,25.107500000000002,-80.306799999999996,25.000000000000000,6.450000000000000,-80.000000000000000,18.408000000000001
157,FKNMS,9S2,51,Grecian Rocks,OS,UK,512,1996,23,11,25.107500000000002,-80.306799999999996,25.000000000000000,6.450000000000000,-80.000000000000000,18.408000000000001
158,FKNMS,9S2,51,Grecian Rocks,OS,UK,513,1996,22,21,25.107500000000002,-80.306899999999999,25.000000000000000,6.450000000000000,-80.000000000000000,18.414000000000001
159,FKNMS,9S2,51,Grecian Rocks,OS,UK,514,1996,23,14,25.107500000000002,-80.306899999999999,25.000000000000000,6.450000000000000,-80.000000000000000,18.414000000000001
160,FKNMS,9S3,52,Molasses Shallow,OS,UK,521,1996,23,19,25.008800000000001,-80.376499999999993,25.000000000000000,0.528000000000000,-80.000000000000000,22.590000000000000
161,FKNMS,9S3,52,Molasses Shallow,OS,UK,522,1996,22,22,25.009100000000000,-80.375000000000000,25.000000000000000,0.546000000000000,-80.000000000000000,22.500000000000000
162,FKNMS,9S3,52,Molasses Shallow,OS,UK,523,1996,21,23,25.008800000000001,-80.374399999999994,25.000000000000000,0.528000000000000,-80.000000000000000,22.463999999999999
163,FKNMS,9S3,52,Molasses Shallow,OS,UK,524,1996,23,28,25.009699999999999,-80.374499999999998,25.000000000000000,0.582000000000000,-80.000000000000000,22.469999999999999
164,FKNMS,9S4,53,Conch Shallow,OS,UK,531,1996,22,18,24.955300000000001,-80.457999999999998,24.000000000000000,57.317999999999998,-80.000000000000000,27.480000000000000
165,FKNMS,9S4,53,Conch Shallow,OS,UK,532,1996,21,16,24.955300000000001,-80.457999999999998,24.000000000000000,57.317999999999998,-80.000000000000000,27.480000000000000
166,FKNMS,9S4,53,Conch Shallow,OS,UK,533,1996,22,16,24.956199999999999,-80.457099999999997,24.000000000000000,57.372000000000000,-80.000000000000000,27.425999999999998
167,FKNMS,9S4,53,Conch Shallow,OS,UK,534,1996,23,17,24.956199999999999,-80.457099999999997,24.000000000000000,57.372000000000000,-80.000000000000000,27.425999999999998
168,FKNMS,7S1,54,Alligator Shallow,OS,MK,541,1996,22,16,24.845700000000001,-80.623999999999995,24.000000000000000,50.741999999999997,-80.000000000000000,37.439999999999998
169,FKNMS,7S1,54,Alligator Shallow,OS,MK,542,1996,22,16,24.845700000000001,-80.623999999999995,24.000000000000000,50.741999999999997,-80.000000000000000,37.439999999999998
170,FKNMS,7S1,54,Alligator Shallow,OS,MK,543,1996,22,10,24.846800000000002,-80.622699999999995,24.000000000000000,50.808000000000000,-80.000000000000000,37.362000000000002
171,FKNMS,7S1,54,Alligator Shallow,OS,MK,544,1996,22,11,24.846800000000002,-80.622699999999995,24.000000000000000,50.808000000000000,-80.000000000000000,37.362000000000002
172,FKNMS,7S2,55,Tennessee Shallow,OS,MK,551,1996,24,21,24.745000000000001,-80.781199999999998,24.000000000000000,44.700000000000003,-80.000000000000000,46.872000000000000
173,FKNMS,7S2,55,Tennessee Shallow,OS,MK,552,1996,23,21,24.745000000000001,-80.781199999999998,24.000000000000000,44.700000000000003,-80.000000000000000,46.872000000000000
174,FKNMS,7S2,55,Tennessee Shallow,OS,MK,553,1996,23,21,24.745000000000001,-80.781199999999998,24.000000000000000,44.700000000000003,-80.000000000000000,46.872000000000000
175,FKNMS,7S2,55,Tennessee Shallow,OS,MK,554,1996,22,21,24.745000000000001,-80.781199999999998,24.000000000000000,44.700000000000003,-80.000000000000000,46.872000000000000
176,FKNMS,5S1,56,Sombrero Shallow,OS,MK,561,1996,20,17,24.625299999999999,-81.111599999999996,24.000000000000000,37.518000000000001,-81.000000000000000,6.696000000000000
177,FKNMS,5S1,56,Sombrero Shallow,OS,MK,562,1996,20,17,24.626899999999999,-81.109200000000001,24.000000000000000,37.613999999999997,-81.000000000000000,6.552000000000000
178,FKNMS,5S1,56,Sombrero Shallow,OS,MK,563,1996,20,20,24.625800000000002,-81.109200000000001,24.000000000000000,37.548000000000002,-81.000000000000000,6.552000000000000
179,FKNMS,5S1,56,Sombrero Shallow,OS,MK,564,1996,20,9,24.625499999999999,-81.110399999999998,24.000000000000000,37.530000000000001,-81.000000000000000,6.624000000000000
180,FKNMS,5S2,57,Looe Key Shallow,OS,LK,571,1996,21,24,24.545300000000001,-81.407899999999998,24.000000000000000,32.718000000000004,-81.000000000000000,24.474000000000000
181,FKNMS,5S2,57,Looe Key Shallow,OS,LK,572,1996,23,24,24.545200000000001,-81.407100000000000,24.000000000000000,32.712000000000003,-81.000000000000000,24.425999999999998
182,FKNMS,5S2,57,Looe Key Shallow,OS,LK,573,1996,22,22,24.545300000000001,-81.406300000000002,24.000000000000000,32.718000000000004,-81.000000000000000,24.378000000000000
183,FKNMS,5S2,57,Looe Key Shallow,OS,LK,574,1996,22,25,24.545300000000001,-81.406300000000002,24.000000000000000,32.718000000000004,-81.000000000000000,24.378000000000000
184,FKNMS,5S3,58,Eastern Sambo Shallow,OS,LK,581,1996,24,8,24.491700000000002,-81.663565000000006,24.000000000000000,29.501999999999999,-81.000000000000000,39.813899999999997
185,FKNMS,5S3,58,Eastern Sambo Shallow,OS,LK,582,1996,22,9,24.491700000000002,-81.663565000000006,24.000000000000000,29.501999999999999,-81.000000000000000,39.813899999999997
186,FKNMS,5S3,58,Eastern Sambo Shallow,OS,LK,583,1996,24,5,24.491700000000002,-81.663565000000006,24.000000000000000,29.501999999999999,-81.000000000000000,39.813899999999997
187,FKNMS,5S3,58,Eastern Sambo Shallow,OS,LK,584,1996,23,9,24.491700000000002,-81.663565000000006,24.000000000000000,29.501999999999999,-81.000000000000000,39.813899999999997
188,FKNMS,5S4,59,Western Sambo Shallow,OS,LK,591,1996,22,14,24.479600000000001,-81.717600000000004,24.000000000000000,28.776000000000000,-81.000000000000000,43.055999999999997
189,FKNMS,5S4,59,Western Sambo Shallow,OS,LK,592,1996,24,17,24.479600000000001,-81.717600000000004,24.000000000000000,28.776000000000000,-81.000000000000000,43.055999999999997
190,FKNMS,5S4,59,Western Sambo Shallow,OS,LK,593,1996,24,9,24.479800000000001,-81.715800000000002,24.000000000000000,28.788000000000000,-81.000000000000000,42.948000000000000
191,FKNMS,5S4,59,Western Sambo Shallow,OS,LK,594,1996,21,9,24.479800000000001,-81.715800000000002,24.000000000000000,28.788000000000000,-81.000000000000000,42.948000000000000
192,FKNMS,5S5,60,Rock Key Shallow,OS,LK,601,1996,23,15,24.454499999999999,-81.858900000000006,24.000000000000000,27.270000000000000,-81.000000000000000,51.533999999999999
193,FKNMS,5S5,60,Rock Key Shallow,OS,LK,602,1996,23,16,24.454499999999999,-81.858900000000006,24.000000000000000,27.270000000000000,-81.000000000000000,51.533999999999999
194,FKNMS,5S5,60,Rock Key Shallow,OS,LK,603,1996,21,17,24.454499999999999,-81.858900000000006,24.000000000000000,27.270000000000000,-81.000000000000000,51.533999999999999
195,FKNMS,5S5,60,Rock Key Shallow,OS,LK,604,1996,22,9,24.454799999999999,-81.856999999999999,24.000000000000000,27.288000000000000,-81.000000000000000,51.420000000000002
196,FKNMS,2S1,61,Sand Key Shallow,OS,LK,611,1996,22,21,24.452000000000002,-81.877499999999998,24.000000000000000,27.120000000000001,-81.000000000000000,52.649999999999999
197,FKNMS,2S1,61,Sand Key Shallow,OS,LK,612,1996,22,18,24.452000000000002,-81.877499999999998,24.000000000000000,27.120000000000001,-81.000000000000000,52.649999999999999
198,FKNMS,2S1,61,Sand Key Shallow,OS,LK,613,1996,22,18,24.452000000000002,-81.877499999999998,24.000000000000000,27.120000000000001,-81.000000000000000,52.649999999999999
199,FKNMS,2S1,61,Sand Key Shallow,OS,LK,614,1996,21,21,24.452000000000002,-81.877499999999998,24.000000000000000,27.120000000000001,-81.000000000000000,52.649999999999999
200,FKNMS,9D1,70,Carysfort Deep,OD,UK,701,1996,22,52,25.220800000000001,-80.209900000000005,25.000000000000000,13.247999999999999,-80.000000000000000,12.593999999999999
201,FKNMS,9D1,70,Carysfort Deep,OD,UK,702,1996,22,53,25.220800000000001,-80.209900000000005,25.000000000000000,13.247999999999999,-80.000000000000000,12.593999999999999
202,FKNMS,9D1,70,Carysfort Deep,OD,UK,703,1996,22,47,25.222700000000000,-80.208699999999993,25.000000000000000,13.362000000000000,-80.000000000000000,12.522000000000000
203,FKNMS,9D1,70,Carysfort Deep,OD,UK,704,1996,22,44,25.222700000000000,-80.208699999999993,25.000000000000000,13.362000000000000,-80.000000000000000,12.522000000000000
204,FKNMS,9D3,72,Molasses Deep,OD,UK,721,1996,22,44,25.007200000000001,-80.375600000000006,25.000000000000000,0.432000000000000,-80.000000000000000,22.536000000000001
205,FKNMS,9D3,72,Molasses Deep,OD,UK,722,1996,22,44,25.007200000000001,-80.375600000000006,25.000000000000000,0.432000000000000,-80.000000000000000,22.536000000000001
206,FKNMS,9D3,72,Molasses Deep,OD,UK,723,1996,22,47,25.007300000000001,-80.374300000000005,25.000000000000000,0.438000000000000,-80.000000000000000,22.457999999999998
207,FKNMS,9D3,72,Molasses Deep,OD,UK,724,1996,23,49,25.007300000000001,-80.374300000000005,25.000000000000000,0.438000000000000,-80.000000000000000,22.457999999999998
208,FKNMS,9D4,73,Conch Deep,OD,UK,731,1996,22,54,24.951899999999998,-80.451300000000003,24.000000000000000,57.113999999999997,-80.000000000000000,27.077999999999999
209,FKNMS,9D4,73,Conch Deep,OD,UK,732,1996,24,54,24.951899999999998,-80.451300000000003,24.000000000000000,57.113999999999997,-80.000000000000000,27.077999999999999
210,FKNMS,9D4,73,Conch Deep,OD,UK,733,1996,24,53,24.951899999999998,-80.451300000000003,24.000000000000000,57.113999999999997,-80.000000000000000,27.077999999999999
211,FKNMS,9D4,73,Conch Deep,OD,UK,734,1996,21,52,24.951899999999998,-80.451300000000003,24.000000000000000,57.113999999999997,-80.000000000000000,27.077999999999999
212,FKNMS,7D1,74,Alligator Deep,OD,MK,741,1996,22,37,24.845199999999998,-80.620900000000006,24.000000000000000,50.712000000000003,-80.000000000000000,37.253999999999998
213,FKNMS,7D1,74,Alligator Deep,OD,MK,742,1996,22,38,24.845199999999998,-80.620900000000006,24.000000000000000,50.712000000000003,-80.000000000000000,37.253999999999998
214,FKNMS,7D1,74,Alligator Deep,OD,MK,743,1996,24,38,24.845199999999998,-80.620900000000006,24.000000000000000,50.712000000000003,-80.000000000000000,37.253999999999998
215,FKNMS,7D1,74,Alligator Deep,OD,MK,744,1996,23,36,24.845199999999998,-80.620900000000006,24.000000000000000,50.712000000000003,-80.000000000000000,37.253999999999998
216,FKNMS,7D2,75,Tennessee Deep,OD,MK,751,1996,23,44,24.752700000000001,-80.757800000000003,24.000000000000000,45.161999999999999,-80.000000000000000,45.468000000000004
217,FKNMS,7D2,75,Tennessee Deep,OD,MK,752,1996,23,44,24.752700000000001,-80.757800000000003,24.000000000000000,45.161999999999999,-80.000000000000000,45.468000000000004
218,FKNMS,7D2,75,Tennessee Deep,OD,MK,753,1996,22,44,24.752700000000001,-80.757800000000003,24.000000000000000,45.161999999999999,-80.000000000000000,45.468000000000004
